Time(s),P_Fuel_Tank(bar),P_Chamber(bar),P_Fuel_Injector_Warm(bar),P_Fuel_Injector_Cold(bar),P_Ox_Injector(bar),Fuel_Flow_Rate(L/s),Ox_Valve_Angle(deg),Fuel_Valve_Angle(deg),P_Ox_Tank(bar),P_N2_Tank(bar),Engine_Temperature(K),Tank_Mass(kg),Thrust(N)
5376.673046588898,30.508934020996094,14.983844757080078,22.37373924255371,22.54966926574707,30.15478134155273,0.1734563410282135,180.0,150.0,31.996406434592153,196.65762368285732,,1.4318173140689539,-219.5429904507545
5376.693897008896,30.509275096934598,14.956867889731985,22.42298165052361,22.57086765210674,30.134537278778566,0.17040260514273364,180.0,150.0,31.971141815185547,196.54913330078125,13.8046875,1.391191482543945,-218.7315826416016
5376.696133136749,30.50931167602539,14.953974723815918,22.42826271057129,22.57314109802246,30.13236618041992,0.1700751036405563,180.0,150.0,31.96735678175288,196.61989446654093,,1.4031371805450323,-217.1209355604266
5376.703232765198,30.50257155097588,14.954155435861303,22.41466955719807,22.553849335602525,30.117574515366773,0.1704339702884481,180.0,150.0,31.95533943176269,196.8445587158203,14.125,1.4410643577575684,-212.00718688964844
5376.716402769089,30.490068435668945,14.954490661621094,22.389453887939453,22.51806259155273,30.09013557434082,0.1710996776819229,180.0,150.0,31.92406390136816,196.78632139404735,,1.4340816311043463,-213.6881945255458
5376.73046207428,30.503498064048756,14.963162224819833,22.382465917715997,22.527420304453887,30.08064291323216,0.17009039282608063,180.0,150.0,31.89067649841309,196.72415161132807,14.125,1.4266273975372314,-215.4827117919922
5376.743673086166,30.51611739179984,14.971310573755806,22.375899579164354,22.536213403023744,30.07172300879607,0.16914200497573423,180.0,150.0,31.892719268798828,196.7115173339844,14.125,1.47518789768219,-216.5404815673828
5376.757536411285,30.529359817504883,14.97986125946045,22.369009017944336,22.545440673828125,30.06236267089844,0.1681467890739441,180.0,150.0,31.895551254110938,196.8421113209976,,1.4845812591307166,-216.63879936070742
5376.759571075439,30.52140617370605,15.027458190917969,22.323320388793945,22.46891593933105,30.059282302856445,0.1681467890739441,180.0,150.0,31.89596689314053,196.86127807225168,,1.4859598847967308,-216.6532290655629
5376.7649800777435,30.515023092257394,14.99979325252556,22.319221974451395,22.475461340571297,30.054038667849923,0.16930501176173535,180.0,150.0,31.897071838378903,196.9122314453125,14.125,1.4896248579025269,-216.69158935546875
5376.7756514549255,30.502429962158203,14.945213317871094,22.31113624572754,22.488374710083008,30.04369354248047,0.1715900599956512,180.0,150.0,31.874350165288714,196.87164097488494,,1.4692233405015087,-216.27484267256995
5376.786261558533,30.498350178801903,14.965876745686636,22.33074924906634,22.507853825120627,30.033437480905476,0.17194533512004292,180.0,150.0,31.85175895690918,196.83128356933597,14.453125,1.4489389657974243,-215.8604888916016
