P_N2_Tank(bar),P_Chamber(bar),P_Fuel_Tank(bar),M_N2O_Tank(kg),Thrust(N),P_Fuel_Inlet(bar),P_Ox_Tank(bar),P_Fuel_Injector(bar),T_Fuel_Pre(K),T_Fuel_Post(K),Fuel_Flow_Rate(L/s),T_Ox_Tank(K),Time(s)
258.102875,2.178028,35.772362,-164.39595,-286.546997,2.255079,34.835461,2.327383,296.649994,343.392181,0.0,292.157806,2.598658
257.975311,2.018428,35.819633,-166.619217,-20.834639,2.310158,34.905392,2.215515,296.649994,343.392181,0.0,292.157806,2.609658
258.309265,1.800678,35.845463,-158.145645,-80.227501,2.09253,35.000629,2.079144,296.649994,343.392181,0.0,292.157806,2.619755
258.124634,1.711934,35.868031,-164.00444,-116.004631,2.035915,34.900768,2.016753,296.649994,343.392181,0.0,292.149994,2.630745
258.25235,1.536069,35.96452,-159.236298,-14.989627,1.960068,34.982864,1.921307,296.649994,343.392181,0.0,292.149994,2.641745
258.012238,1.415806,35.927532,-157.810043,-58.025883,1.827362,35.076756,1.855687,296.649994,343.392181,0.104282,292.149994,2.652745
258.030365,1.37242,36.00705,-160.089249,-53.312164,1.741166,35.100842,1.773453,296.649994,342.782806,0.0,292.149994,2.663745
258.240326,1.345247,35.976051,-161.557449,-48.598446,1.699822,35.18845,1.73525,296.649994,342.782806,0.0,292.149994,2.674745
258.199951,1.311477,36.091003,-161.599396,-59.345726,1.571793,35.14201,1.642631,296.728119,342.782806,0.0,292.149994,2.685427
258.065948,1.316311,36.075397,-163.654861,-92.765999,1.544498,35.275726,1.639036,296.728119,342.782806,0.0,292.149994,2.695661
