Time(s),P_Fuel_Tank(bar),P_Chamber(bar),P_Fuel_Injector(bar),P_Ox_Injector(bar),Fuel_Flow_Rate(L/s),Ox_Valve_Angle(deg),Fuel_Valve_Angle(deg),P_Ox_Tank(bar),P_N2_Tank(bar),T_Fuel_Post_Channels(C),T_Fuel_Pre_Channels(C),Ox_Mass(kg),Thrust(N)
-0.9870000000009895,46.968841552734375,1.0367720127105713,1.0078974962234497,1.0500444173812866,0.0,0.0,0.0,47.25587844848633,224.69207763671875,18.8046875,25.3203125,5.6787006716480315,3.1581919193267822
-0.9650000000001455,46.9809799194336,1.0374701023101809,0.9868502020835876,1.026571273803711,0.0,0.0,0.0,47.34141159057617,224.69793701171875,18.8046875,25.3203125,5.694379427381976,4.195209980010986
-0.9430000000011205,46.979103088378906,0.9724783897399902,0.974110186100006,1.0563969612121582,0.0,0.0,0.0,47.340782165527344,224.7193298339844,18.8046875,25.3203125,5.687252437424344,4.52517032623291
-0.9250000000010914,46.96648406982422,1.0197561979293823,0.9866756796836852,1.0441629886627195,0.0,0.0,0.0,47.32657623291016,224.7057342529297,18.78125,25.296875,5.665873022983562,5.043679714202881
-0.9030000000002474,46.9906120300293,0.995881736278534,0.9807071089744568,1.0443201065063477,0.0,0.0,0.0,47.25575637817383,224.7036590576172,18.78125,25.296875,5.68867876867514,2.6868200302124023
-0.886000000000422,46.969024658203125,1.036824345588684,0.9579495191574096,1.0439884662628174,0.0,0.0,0.0,47.27959442138672,224.7017822265625,18.78125,25.296875,5.647343160180141,2.3568596839904785
-0.8630000000011933,46.97858047485352,0.9819549322128296,0.973499357700348,1.0590497255325315,0.0,0.0,0.0,47.31514739990234,224.69906616210935,18.78125,25.296875,5.66017080884461,3.2996034622192383
-0.842000000000553,46.96744537353516,1.038464903831482,0.9742323160171508,1.042348027229309,0.0,0.0,0.0,47.30490112304688,224.7197113037109,18.765625,25.28125,5.6787006716480315,2.4982712268829346
-0.8250000000007276,46.97830581665039,1.0395294427871704,0.9584206938743592,1.070410966873169,0.0,0.0,0.0,47.2895622253418,224.7078094482422,18.765625,25.28125,5.655894925956454,2.6868200302124023
-0.805000000000291,46.96879577636719,1.0062308311462402,0.9735516905784608,1.0508471727371216,0.0,0.0,0.0,47.31788635253906,224.7021026611328,18.765625,25.28125,5.711484514366718,4.006661415100098
-0.783000000001266,46.98646545410156,1.0208556652069092,0.9642322659492492,1.0443898439407349,0.0,0.0,0.0,47.3291244506836,224.70684814453125,18.765625,25.28125,5.697230534451452,3.676701068878174
-0.7590000000018335,46.97681427001953,0.9889357686042786,0.9964488744735718,1.006204605102539,0.0,0.0,0.0,47.3505744934082,224.6622009277344,18.6484375,25.234375,5.700081641520929,3.5352895259857178
