Time(s),P_Fuel_Tank(bar),P_Chamber(bar),P_Fuel_Injector(bar),P_Ox_Injector(bar),Fuel_Flow_Rate(L/s),Ox_Valve_Angle(deg),Fuel_Valve_Angle(deg),P_Ox_Tank(bar),P_N2_Tank(bar),T_Fuel_Post_Channels(C),T_Fuel_Pre_Channels(C),Ox_Mass(kg),Thrust(N)
-1.0794489746094769,45.648345947265625,0.9955326914787292,1.0057858228683472,1.188090682029724,0.0,0.0,0.0,45.52900695800781,283.3695983886719,11.6953125,24.8359375,6.327241203471425,20.410404205322266
-1.05749365234351,45.62580108642578,1.0134735107421875,1.0493113994598389,1.147060751914978,0.0,0.0,0.0,45.626197814941406,283.5173034667969,11.6953125,24.8359375,6.3030091265290515,17.817859649658203
-1.0377756347656941,45.62868118286133,0.985550045967102,1.0143896341323853,1.126484751701355,0.0,0.0,0.0,45.62106704711914,283.2849426269531,11.6953125,24.8359375,6.2616750734661695,20.50467872619629
-1.0180307617188191,45.63952255249024,0.9985867738723756,1.0599048137664795,1.13116192817688,0.0,0.0,0.0,45.62158966064453,283.04595947265625,11.6953125,24.8359375,6.301584350710372,18.61919212341309
-0.9937583007813373,45.63784408569336,1.0276620388031006,1.0129411220550537,1.125646948814392,0.0,0.0,0.0,45.6423225402832,283.134765625,11.7421875,24.8359375,6.330092310540902,18.524917602539062
-0.9765998535153813,45.63523483276367,1.0171558856964111,1.0980726480484009,1.1228371858596802,0.0,0.0,0.0,45.65288162231445,283.1563720703125,11.7421875,24.8359375,6.327241203471425,19.51479721069336
-0.9523493652341131,45.625450134277344,1.0110126733779907,1.0530636310577393,1.1288408041000366,0.0,0.0,0.0,45.61481857299805,283.5262145996094,11.7421875,24.859375,6.3315170863595815,20.410404205322266
-0.9347524414060899,45.61534118652344,1.0434387922286987,0.9943720698356628,1.1277761459350586,0.0,0.0,0.0,45.57588577270508,283.5227355957031,11.7421875,24.859375,6.3030091265290515,18.194955825805664
-0.9137248535157596,45.6355094909668,1.0402450561523438,1.0130459070205688,1.114896535873413,0.0,0.0,0.0,45.62061309814453,283.5802001953125,11.7421875,24.859375,6.34291995920537,18.38350486755371
-0.8902507324219187,45.63871383666992,1.0405941009521484,0.9996950030326844,1.113849401473999,0.0,0.0,0.0,45.58469772338867,283.534423828125,11.734375,24.859375,6.337219300498537,19.561935424804688
-0.8673483886718714,45.62896347045898,1.012845158576965,1.0193461179733276,1.1245474815368652,0.0,0.0,0.0,45.63340759277344,283.2962951660156,11.734375,24.8359375,6.288756702045903,18.38350486755371
-0.8490168457028631,45.64605712890625,1.0300354957580566,1.039293885231018,1.111301302909851,0.0,0.0,0.0,45.557647705078125,283.117919921875,11.734375,24.8359375,6.297308467822218,20.0804443359375
-0.8314394531248581,45.65108489990234,1.0238924026489258,0.9873389005661012,1.1092768907546997,0.0,0.0,0.0,45.71096420288086,283.4503479003906,11.734375,24.8359375,6.347195842093527,19.326248168945312
-0.8012377929685499,45.63510513305664,1.0245206356048584,1.0249656438827517,1.112418293952942,0.0,0.0,0.0,45.63551712036133,282.7649230957031,11.78125,24.8359375,6.3158383306256365,20.174718856811523
