Time(s),P_Fuel_Tank(bar),P_Chamber(bar),P_Fuel_Injector(bar),P_Ox_Tank(bar),W_Tank(N),Thrust(N),Fuel_Flow_Rate(L/s)
0.0,45.551624999999994,0.995924,1.000527,45.61504,-250.683914,0.0,0.0
0.0050159999991592485,45.549778999999994,1.209483,1.0770370000000002,45.561566,-251.229233,-0.942744,0.0
0.011067999999795575,45.57966699999999,1.149767,1.0240529999999999,45.638023999999994,-252.263962,-1.744076,0.0
0.016264999998384155,45.556718,1.128304,1.043477,45.579159,-250.809753,-1.037018,0.0
0.022015999998984626,45.524452999999994,1.152346,1.029533,45.609367999999996,-250.8517,-1.3198420000000002,0.0
0.02703999999721418,45.531696999999994,1.143099,1.0316969999999999,45.6204,-251.43898,-2.545408,0.0
0.03299999999944703,45.591229,1.0768119999999999,1.03058,45.575283999999996,-251.522873,-0.659921,0.0
0.0380589999986114,45.556172,1.0708739999999999,1.030597,45.588688,-250.949585,-1.3198420000000002,0.0
0.0440149999994901,45.518716,1.11419,1.026828,45.664291999999996,-250.837723,0.612783,0.0
0.05005699999674107,45.569393999999996,1.071945,1.0715750000000002,45.602196,-251.802536,-1.0841560000000001,0.0
0.05597399999896879,45.575883,1.031307,1.045502,45.666455,-251.466949,-1.8854879999999998,0.0
0.06101499999931548,45.523098999999995,1.070388,1.028974,45.603660999999995,-250.809753,-0.4713720000000001,0.0
0.06699999999909778,45.527286999999994,1.186901,1.043704,45.549088,-251.383057,-1.5555269999999999,0.0
0.07201599999825703,45.564941999999995,1.086643,1.052168,45.596557999999995,-251.844482,-1.9797620000000002,0.0
0.07703499999843189,45.533832999999994,1.1577000000000002,1.015519,45.615058999999995,-250.516113,-0.8013320000000002,0.0
0.08299999999871943,45.518463999999994,1.162031,1.029515,45.716857999999995,-250.516113,-1.2727039999999998,0.0
0.08801599999787868,45.535579999999996,1.146749,1.0394809999999999,45.618603,-251.383057,-0.8484700000000001,0.0
0.09311399999933201,45.580417999999995,1.158819,1.033948,45.641289,-251.397034,-0.8484700000000001,0.0
0.0981339999998454,45.523373,1.112486,1.0124119999999999,45.603992999999996,-250.725861,0.23568599999999995,0.0
0.1040149999971618,45.502582999999994,1.101098,1.0131800000000002,45.636646999999996,-250.865692,-0.659921,0.0
0.10916699999870616,45.578937999999994,1.1104910000000001,1.0434070000000002,45.617763999999994,-252.208038,0.047136999999999984,0.0
0.11508699999831151,45.581826,1.100465,1.032447,45.611672,-251.536865,-1.225567,0.0
0.12101499999698717,45.519971,1.105332,1.026653,45.577309,-250.697891,-1.649802,0.0
0.12701799999922514,45.51319599999999,1.12806,1.029899,45.607537,-251.243225,-2.498271,0.0
0.13299999999799184,45.588643,1.070144,1.001365,45.644135,-251.313141,-2.498271,0.0
0.13841899999897578,45.549237,1.097156,1.033268,45.612213999999994,-250.613998,-1.4141160000000002,0.0
0.14446099999986473,45.543881,1.154147,1.04976,45.611393,-251.215256,-0.989881,0.0
0.15041799999744399,45.576961999999995,1.160522,1.005589,45.613087,-251.774567,-1.5083900000000001,0.0
0.15601499999684165,45.58595,1.110004,1.0571070000000002,45.595391,-251.480927,-0.5656460000000001,0.0
0.16103699999803212,45.511235,1.174004,1.054001,45.696262999999995,-250.683914,-1.131293,0.0
0.1669999999976426,45.523843,1.229389,1.032901,45.663731,-251.578812,-1.932625,0.0
0.17201599999680184,45.557458,1.167774,1.043564,45.60368,-252.124146,-1.366979,0.0
0.17893699999694945,45.536190999999995,1.091267,1.018904,45.642582,-251.019501,-1.0841560000000001,0.0
0.18399999999746797,45.515060999999996,1.159208,1.0322900000000002,45.633033999999995,-250.82373,0.047136999999999984,0.0
0.18901699999696575,45.557286,1.1266,1.062605,45.670052,-251.690674,-0.37709800000000016,0.0
0.19501499999751104,45.597764,1.088882,1.0351,45.597328999999995,-251.173309,-0.707058,0.0
0.2008429999987129,45.515716999999995,1.116088,1.01592,45.596630999999995,-251.033478,-1.744076,0.0
0.20601499999975204,45.53514199999999,1.07579,1.026391,45.614396,-251.648727,-0.5656460000000001,0.0
0.21201799999835202,45.576111999999995,1.142856,1.0348730000000002,45.581063,-252.110153,-0.32996000000000003,0.0
0.21801899999991292,45.567864,1.106597,1.0156230000000002,45.625912,-250.739838,-0.42423500000000014,0.0
0.2231519999986631,45.522546,1.12845,1.030161,45.642475999999995,-250.502136,-1.5555269999999999,0.0
0.22899999999935972,45.583451,1.112632,1.042849,45.611706,-251.592789,-1.838351,0.0
0.23401499999818043,45.622173999999994,1.070582,1.029795,45.548252999999995,-251.397034,-2.168311,0.0
0.2408660000000964,45.546203999999996,1.1566779999999999,1.0240529999999999,45.611672,-250.795776,-1.2727039999999998,0.0
0.2459999999991851,45.558845999999996,1.183202,1.050755,45.648671,-251.718643,-2.498271,0.0
0.2510149999980058,45.593182,1.165925,1.036304,45.724328,-252.291931,-1.5555269999999999,0.0
0.25701499999922817,45.55179699999999,1.123485,1.040248,45.640294,-250.572052,-0.1414120000000001,0.0
0.2630349999999453,45.537858,1.125724,1.028521,45.640522,-250.935593,0.32996,0.0
0.26854699999967124,45.54123,1.089612,1.033215,45.598358999999995,-251.508896,-2.68682,0.0
0.27401499999905354,45.596954999999994,1.088736,0.997403,45.636768999999994,-251.746597,-1.5083900000000001,0.0
0.2790289999975357,45.544041,1.1644160000000001,1.030248,45.645092,-250.697891,-1.461253,0.0
0.2840539999997418,45.529557,1.102461,1.025816,45.611515999999995,-250.711868,-0.23568600000000006,0.0
0.2900149999986752,45.58257,1.151227,1.04894,45.613941999999994,-252.166092,-0.4713720000000001,0.0
0.2959999999984575,45.585666999999994,1.124654,1.0437210000000001,45.602353,-251.676682,-1.6969390000000002,0.0
0.3018369999990682,45.510631999999994,1.176778,1.022831,45.660103,-250.683914,-2.4039970000000004,0.0
0.30701499999850057,45.539201,1.154682,1.04318,45.625198999999995,-251.830505,-1.5083900000000001,0.0
0.312127999997756,45.56904299999999,1.11419,1.049969,45.611988999999994,-252.096176,-1.932625,0.0
0.3180179999981192,45.545013999999995,1.09881,1.026182,45.622859999999996,-250.725861,0.14141199999999998,0.0
0.3238519999977143,45.511201,1.338018,1.0523250000000002,45.56305,-250.613998,-0.612784,0.0
0.3289999999979045,45.580037,1.115455,1.035187,45.617695,-252.333878,-0.707058,0.0
0.3340159999970638,45.605168,1.087714,1.028154,45.64272,-251.411011,-0.612784,0.0
0.3400149999979476,45.549966,1.09589,1.05072,45.597328999999995,-250.655945,-1.649802,0.0
0.3450359999987995,45.561158,1.163589,1.01969,45.602405999999995,-251.215256,-0.895607,0.0
0.3510150000001886,45.59771799999999,1.117061,1.029446,45.607186,-251.914398,-1.461253,0.0
0.3570209999998042,45.552201,1.272996,1.013302,45.64127,-250.362305,0.28282299999999994,0.0
0.36205799999879673,45.522358999999994,1.240339,1.03414,45.622665999999995,-250.46019,-0.5656460000000001,0.0
0.368027999997139,45.562279,1.232552,1.020667,45.609176999999995,-251.369064,-2.168311,0.0
0.3739999999997963,45.617123,1.2917830000000001,1.015414,45.650101,-251.452957,-0.8484700000000001,0.0
0.379014999998617,45.553345,1.232601,1.016549,45.613262999999996,-250.669922,-1.131293,0.0
0.38448499999867636,45.531335,1.109761,1.0554489999999999,45.588409999999996,-250.75383,-0.612784,0.0
0.3896379999969213,45.592831,1.0568089999999999,1.036374,45.638408999999996,-251.592789,-1.3198420000000002,0.0
0.39502599999832455,45.603303,1.067468,1.041941,45.601864,-251.411011,-1.037018,0.0
0.40026899999793386,45.559346,1.160182,1.058172,45.610924,-250.600006,-0.5185090000000001,0.0
0.40559599999687634,45.565987,1.096961,1.053268,45.626576,-251.844482,-1.461253,0.0
0.4110149999978603,45.580799999999996,1.107522,1.0779450000000002,45.591778,-252.236008,-2.309723,0.0
0.41701499999908265,45.552018,1.206223,1.0336340000000002,45.653625999999996,-250.75383,-1.366979,0.0
0.42247499999939464,45.52287,1.202086,1.03257,45.655198,-250.362305,-0.942744,0.0
0.42801499999768566,45.560852999999994,1.318794,1.059533,45.609944,-251.634735,0.047136999999999984,0.0
0.43303799999921466,45.57959099999999,1.2163460000000001,1.0316100000000001,45.522194,-251.508896,-1.037018,0.0
0.43901499999992666,45.552147999999995,1.326873,1.0162520000000002,45.604465999999995,-250.390274,-0.1414120000000001,0.0
0.44588199999998324,45.714268,1.185246,1.030807,45.607014,-251.075424,-0.1414120000000001,0.01107
0.45099999999729334,45.619381999999995,1.113022,1.0284330000000002,45.598149,-252.02626,-1.461253,0.01107
0.45601499999975204,45.610318,1.156872,1.097579,45.585339,-251.327118,-1.4141160000000002,0.01107
0.4620149999973364,45.599934,1.0552030000000001,1.036514,45.579159,-250.362305,-1.225567,0.01107
0.46803499999805354,45.512584999999994,1.231676,1.011784,45.489543999999995,-251.047455,-0.32996000000000003,0.031953
0.47401499999978114,45.49751,0.251047,0.9332670000000001,44.867183999999995,-238.043442,-1.744076,0.031953
0.48001599999770406,45.6339,0.6408360000000001,0.9604750000000001,45.301914999999994,-243.314972,-0.942744,0.070139
0.4851139999991574,45.561451999999996,1.840865,0.994733,45.634186,-246.866592,0.0,0.070139
0.4910149999996065,45.659501,1.1822780000000002,0.9906670000000001,45.663349999999994,-248.754272,-0.28282300000000005,0.089312
0.49701699999786797,45.544357999999995,1.803341,1.029864,45.692128,-249.802994,1.3198409999999998,0.089312
0.5029999999969732,45.494622,1.598883,1.0720640000000001,45.68546,-249.481384,0.612783,0.089312
0.5082279999987804,45.448426,1.325948,1.048189,45.609246,-252.166092,0.707058,0.089312
0.5140229999997246,45.56791,1.1378430000000002,1.0149080000000001,45.601273,-251.452957,-0.32996000000000003,0.098835
0.5194599999995262,45.537094999999994,1.19717,1.0433029999999999,45.607937,-250.669922,-1.366979,0.098835
0.5250179999966349,45.570961999999994,1.207877,1.020248,45.540051,-251.816513,-0.754195,0.098835
0.5307569999968109,45.607578999999994,1.1031900000000001,1.041104,45.59026,-251.788544,-2.2154480000000003,0.098835
0.5360000000000582,45.620296999999994,1.054473,1.0514700000000001,45.638199,-251.215256,0.754195,0.098835
0.5410149999988789,45.544087,1.250171,1.033058,45.619839,-250.75383,0.37709699999999996,0.098835
0.5470150000001013,45.547149999999995,1.2026210000000002,1.017962,45.611027,-251.508896,-0.5656460000000001,0.098835
0.5529999999998836,45.615280999999996,1.1144820000000002,1.0434070000000002,45.612092,-252.110153,-0.047137000000000095,0.098835
0.5580159999990428,45.547971,1.1706940000000001,1.02866,45.681217999999994,-250.739838,-0.42423500000000014,0.087766
0.5640149999999267,45.533997,1.167239,1.017473,45.651115999999995,-251.159317,0.0,0.087766
0.5700629999992088,45.607526,1.207877,1.021871,45.673714,-252.082184,0.0,0.087766
0.5751349999991362,45.611039,1.141785,1.024629,45.632721,-251.634735,-0.18854900000000008,0.087766
0.580999999998312,45.554981999999995,1.193909,1.0433029999999999,45.681134,-250.921616,0.37709699999999996,0.066883
0.5860169999978098,45.584247999999995,1.175951,1.021906,45.64478,-251.73262,-0.5185090000000001,0.066883
0.5910619999995106,45.605073,1.117256,1.053233,45.597466,-252.1521,-0.942744,0.028696
0.5970149999993737,45.612607,1.0723340000000001,1.015362,45.612195,-251.536865,-0.4713720000000001,0.028696
0.602999999999156,45.532174,1.109809,1.03517,45.603539,-251.019501,-0.707058,0.009524
0.6080149999979767,45.584247999999995,1.1961970000000002,1.0170020000000002,45.67595,-251.341095,-0.09427400000000008,0.009524
0.6138429999991786,45.613381,1.109225,1.035205,45.62148,-251.257202,0.09427399999999997,0.009524
0.6189999999987776,45.568813999999996,1.2169780000000001,1.038486,45.610206999999996,-250.474167,-0.1414120000000001,0.009524
0.6240149999975984,45.532719,1.179163,1.032151,45.599877,-250.683914,0.8484689999999999,0.0
0.6300149999988207,45.604034999999996,1.1146280000000002,1.011854,45.584953999999996,-251.676682,0.047136999999999984,0.0
0.6354529999989609,45.606094999999996,1.109615,1.030318,45.633542,-251.243225,-0.8484700000000001,0.0
0.640598999998474,45.571411999999995,1.118473,1.0450300000000001,45.713646,-250.865692,0.9427439999999999,0.0
0.6471659999988333,45.575227,1.161739,1.023215,45.666107999999994,-251.43898,0.989881,0.0
0.6531039999972563,45.608025,1.1454840000000002,1.044193,45.621967999999995,-251.928375,0.989881,0.0
0.6591309999967052,45.53212,1.150886,1.0465140000000002,45.594570999999995,-250.55806,0.707058,0.0
0.6649999999972351,45.524170999999996,1.207829,1.049358,45.548707,-250.474167,1.272704,0.0
0.6700149999996938,45.587216,1.235473,1.01606,45.651272,-251.746597,1.037018,0.0
0.6758419999969192,45.601819,1.160717,1.037159,45.650296,-251.522873,1.791213,0.0
0.6809999999968568,45.567547999999995,1.241702,1.0233020000000002,45.667958,-250.502136,0.659921,0.0
0.686015999999654,45.577855,1.125578,1.015519,45.674447,-251.341095,0.0,0.0
0.6920149999968999,45.607251,1.1461160000000001,1.02496,45.635407,-251.648727,-1.2727039999999998,0.0
0.6970249999976659,45.612817,1.1135570000000001,1.034262,45.595791,-251.243225,-0.42423500000000014,0.0
0.7021159999967495,45.537205,1.147577,1.0574210000000002,45.576297999999994,-250.474167,0.565646,0.0
