Time(s),P_Fuel_Tank(bar),P_Chamber(bar),P_Fuel_Injector(bar),P_Ox_Tank(bar),W_Tank(N),Thrust(N),Fuel_Flow_Rate(L/s)
0.0,46.796693,1.126454,1.025204,48.23204,-264.037506,0.0,0.0
0.005989999999655993,46.801687,1.072578,1.0308760000000001,48.203193,-261.380768,2.074037,0.0
0.011372000000847038,46.771429,1.131808,1.021906,48.155215999999996,-262.219727,1.461253,0.0
0.016988999999739463,46.780374,1.046199,1.051522,48.215095,-263.953613,0.094275,0.0
0.02201000000059139,46.815508,1.042403,1.015763,48.232161999999995,-262.583282,1.225567,0.0
0.02799299999969662,46.795557,1.099005,1.0257109999999998,48.233104999999995,-261.478638,1.319842,0.0
0.03405399999974179,46.760095,1.034567,1.0203,48.16743099999999,-263.618011,-0.42423400000000006,0.0
0.04004800000075193,46.812967,1.12626,1.0378219999999998,48.204746,-263.96759,0.0,0.0
0.045986000000993954,46.810205,1.069463,1.053896,48.235339999999994,-261.576508,0.0,0.0
0.05198999999993248,46.792284,1.143878,1.011539,48.228882,-262.149811,-0.141411,0.0
0.05710999999973865,46.807481,1.0304790000000001,1.026112,48.179106999999995,-264.093414,-1.037018,0.0
0.06297500000073342,46.803552,1.073502,1.072273,48.175407,-261.940063,-0.8956060000000001,0.0
0.06798999999955413,46.812715000000004,1.124605,1.023756,48.224151,-261.562531,1.555528,0.0
0.07485500000075263,46.769193,1.051601,1.022726,48.275862999999994,-263.799774,0.51851,0.0
0.07999000000017986,46.795938,1.0644010000000002,1.020876,48.284538,-264.009521,0.23568599999999998,0.0
0.08601799999996729,46.779295,1.132732,1.011155,48.120033,-261.212982,1.272705,0.0
0.09197700000004261,46.777647,1.110296,1.038468,48.261184,-262.20575,0.23568599999999998,0.0
0.09790500000053726,46.823896,1.119933,1.0302479999999998,48.192229999999995,-263.785797,0.659921,0.0
0.10298900000088906,46.816969,1.1476250000000001,1.0127609999999998,48.16169,-262.233704,1.649802,0.0
0.1089750000010099,46.797029,1.106451,1.05873,48.21235299999999,-261.380768,0.942744,0.0
0.1141540000007808,46.76927,1.141298,0.996181,48.209022,-263.604034,0.329961,0.0
0.11945700000069337,46.806966,1.1429040000000001,1.026234,48.258148,-263.799774,0.612784,0.0
0.1250319999999192,46.797281,1.181645,1.0579969999999999,48.17614,-262.233704,0.612784,0.0
0.13098899999931746,46.762682,1.1154060000000001,1.011976,48.198375999999996,-262.583282,1.7912139999999999,0.0
0.13646200000039244,46.775434000000004,1.169672,1.038869,48.205127999999995,-263.883698,0.377098,0.0
0.14208999999937078,46.822717000000004,1.021232,1.013197,48.143660999999994,-262.40152,1.555528,0.0
0.1479909999998199,46.80797,1.109907,1.007648,48.178428,-261.157043,0.707058,0.0
