Time(s),P_Fuel_Tank(bar),P_Chamber(bar),P_Fuel_Injector(bar),P_Ox_Injector(bar),Fuel_Flow_Rate(L/s),Ox_Valve_Angle(deg),Fuel_Valve_Angle(deg),P_Ox_Tank(bar),P_N2_Tank(bar),T_Fuel_Post_Channels(C),T_Fuel_Pre_Channels(C),Ox_Mass(kg),Thrust(N)
-1.4864230957045947,46.91964721679688,0.9694766402244568,0.9847559928894044,1.1484918594360352,0.0,0.0,0.0,47.02821350097656,224.99464416503903,16.2265625,23.4296875,6.402785430503791,13.434100151062012
-1.465662353515654,46.92697525024414,1.0077840089797974,0.9341273307800292,1.163134217262268,0.0,0.0,0.0,46.944862365722656,224.9784240722656,16.2265625,23.4296875,6.462650901802211,13.952609062194824
-1.448523193359506,46.94327163696289,1.009913206100464,0.9871469140052797,1.1612842082977295,0.0,0.0,0.0,47.02589416503906,224.990966796875,16.2265625,23.4296875,6.452672804775099,13.952609062194824
-1.425317138671744,46.93083953857422,0.997138261795044,0.9492409229278564,1.1685792207717896,0.0,0.0,0.0,47.0195426940918,224.97560119628903,16.171875,23.34375,6.446972146068266,15.083901405334473
-1.4043308105483447,46.92105484008789,0.9993197917938232,0.9920509457588196,1.161545991897583,0.0,0.0,0.0,47.01763916015625,224.96636962890625,16.171875,23.34375,6.439845156110633,14.518255233764648
-1.3835488281256403,46.917266845703125,0.9920597076416016,0.9623997807502748,1.1520171165466309,0.0,0.0,0.0,46.98191452026367,224.9866485595703,16.171875,23.34375,6.427015952014048,12.67990493774414
-1.3599235839847097,46.93283462524414,1.0259342193603516,0.9763440489768982,1.121039628982544,0.0,0.0,0.0,47.01069259643555,224.9551239013672,16.25,23.4140625,6.444121038998784,13.434100151062012
-1.3418461914061481,46.93782806396485,0.9624608755111694,0.99089914560318,1.116694092750549,0.0,0.0,0.0,47.020782470703125,224.94189453125,16.25,23.4140625,6.462650901802211,9.56885051727295
-1.320400878907094,46.93159103393555,1.018778920173645,0.961771547794342,1.1370606422424316,0.0,0.0,0.0,47.0192985534668,224.93185424804688,16.25,23.4140625,6.498284296158257,13.905471801757812
-1.2997768554687354,46.93418502807617,1.0136479139328003,0.9580367803573608,1.1189279556274414,0.0,0.0,0.0,46.98062515258789,224.9220428466797,16.25,23.4140625,6.486881423312468,17.8649959564209
-1.2779143066418328,46.919525146484375,1.006946325302124,0.9790666103363036,1.1146347522735596,0.0,0.0,0.0,47.0572395324707,224.97164916992188,16.25,23.4140625,6.455523911844578,11.360063552856444
-1.259133056641076,46.93587875366211,1.0135955810546875,0.9680717587471008,1.1929423809051514,0.0,0.0,0.0,47.001914978027344,224.98329162597656,16.234375,23.4765625,6.448396921886943,16.356605529785156
-1.2370170898448123,46.921173095703125,0.9892150163650512,0.9835866689682008,1.1399577856063845,0.0,0.0,0.0,47.011356353759766,224.98008728027344,16.234375,23.4765625,6.495433189088778,15.319587707519531
-1.2172502441408142,46.952239990234375,0.9991103410720824,0.9618064165115356,1.151441216468811,0.0,0.0,0.0,47.05463790893555,224.99496459960935,16.234375,23.4765625,6.462650901802211,10.605868339538574
-1.1941447753906687,46.9305419921875,1.0240494012832642,0.98428475856781,1.113081455230713,0.0,0.0,0.0,47.03605270385742,225.0767974853516,16.234375,23.4765625,6.464075677620888,13.292688369750977
-1.1763320312511496,46.93922424316406,0.9961260557174684,0.9451221823692322,1.1669038534164429,0.0,0.0,0.0,46.98458480834961,225.0645751953125,16.25,23.34375,6.49258363745142,13.62264919281006
-1.1539338378916,46.92057418823242,1.0171209573745728,0.9789793491363524,1.137392282485962,0.0,0.0,0.0,46.99481201171875,224.96519470214844,16.25,23.34375,6.501135403227735,14.188295364379885
-1.13519384765641,46.94351196289063,1.0393201112747192,0.9182633757591248,1.140812873840332,0.0,0.0,0.0,46.98018646240234,224.9115295410156,16.25,23.34375,6.469777891759846,13.009864807128906
-1.112812988281803,46.91977691650391,1.045323610305786,0.938647449016571,1.1406906843185425,0.0,0.0,0.0,46.93184280395508,224.95362854003903,16.25,23.34375,6.485456647493791,15.885233879089355
-1.0909594726563228,46.797142028808594,0.9902970194816588,0.9197468161582948,1.1358565092086792,0.0,0.0,0.0,46.9287223815918,224.89537048339844,16.28125,23.34375,6.478329657536156,13.764060020446776
-1.0720346679700015,46.9202995300293,1.0107508897781372,0.954476535320282,1.097933053970337,0.0547929108142852,0.0,0.0,46.96397399902344,224.9556579589844,16.28125,23.34375,6.501135403227735,12.444218635559082
-1.0519289550793474,46.8406982421875,1.0463184118270874,0.9671293497085572,1.1427675485610962,0.0539851188659668,0.0,0.0,46.98542404174805,225.0755157470703,16.28125,23.34375,6.505411286115889,13.386962890625
-1.0320500488287507,46.818336486816406,0.922443151473999,0.8596591353416443,1.189713716506958,0.1000181585550308,0.0,0.0,46.8349494934082,225.47352600097656,16.28125,23.34375,5.938117195463812,14.895353317260742
-1.010628417969201,46.90015411376953,0.9990928769111632,0.95782732963562,1.097479224205017,6.077654838562012,0.0,0.0,47.03716659545898,224.9897918701172,16.28125,23.3671875,6.579530737329574,13.434100151062012
-0.9890317382814828,46.85636138916016,1.0002098083496094,0.9782986640930176,1.1069034337997437,0.0544751919806003,0.0,0.0,47.05006408691406,224.75833129882807,16.28125,23.3671875,6.52394114891931,13.62264919281006
-0.9679858398449142,46.98357772827149,0.9802445769309998,0.9668675661087036,1.12980055809021,0.0,0.0,0.0,47.0455436706543,225.17703247070312,16.28125,23.3671875,6.533919245946422,15.131038665771484
-0.9467797851575597,47.11911392211914,0.8926174640655518,0.8347898125648499,0.994616448879242,27.29465675354004,0.0,0.0,47.010135650634766,222.9321746826172,16.28125,23.3671875,4.7864239271749165,13.009864807128906
-0.9276877441407123,46.855224609375,1.000558853149414,0.9163610935211182,1.060847282409668,22.10521697998047,0.0,0.0,46.987831115722656,224.96722412109372,16.296875,23.40625,6.508262393185365,14.612529754638672
